"08 - Cliente Código","09 - Cliente Nome","22 - Escritório de vendas Nome","35 - UF","25 - Segmentação Nome","Vendedor_Desc","Cliente_Cidade","Rua e nº","Bairro","Código postal"
"207014","E R DA SILVA CONSTRUCAO EPP","SP I (Cap. Litoral)","SP","Pequeno A - 3","L K A Representacao Comercial","SAO PAULO","AV DEP CANTIDIO SAMPAIO 5230","JD BRASILIA ZONA NORTE","02858-040"
"217635","INOVE MOEMA COM MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Albert Schaustz Pascuineli","SAO PAULO","AL DOS ARAPANES 854","MOEMA","04524-001"
"152790","GRAJAU CENTER COM MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jennifer Fabiana Rodrigues Da Silva","SAO PAULO","AV DONA BELMIRA MARIN 2532","GRAJAU","04846-000"
"261688","S E S MILENIO COMERCIO IMPORTACAO E","SP I (Cap. Litoral)","SP","Pequeno A - 3","Sara Duarte Lopes","SAO PAULO","R GUAIPA 1279","VILA LEOPOLDINA","05089-001"
"40492","DELLALOS COM MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Cleber  Dos Santos","SAO PAULO","AV NORDESTINA 4919","VL NONA CURICA","08431-410"
"15828","CONSTRUFORT MAT E SERV P CONST LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jose Ricardo De Azevedo","SAO PAULO","AV CARLOS LACERDA 2010","PIRAJUSSARA","05789-001"
"38116","DEP MAT CONSTR ALCARBRAN LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Camila Oliveira Dos Santos","SAO PAULO","R ABILIO PEDRO RAMOS 50","JACANA","02279-000"
"129685","NOVA MARQUES TUDO CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Albert Schaustz Pascuineli","SAO PAULO","AV JABAQUARA 54","MIRANDOPOLIS","04046-000"
"44098","SANTA BARBARA COM MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jennifer Fabiana Rodrigues Da Silva","SAO PAULO","R JEQUIRITUBA 2235","JD AMELIA","04822-000"
"210939","S AMORIM NETO MAT CONSTR ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jose Ricardo De Azevedo","SAO PAULO","R BENTO BARROSO PEREIRA 58","JD SAO FRANCISCO DE ASSIS","05815-085"
"22993","A R B S DEP MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jose Ricardo De Azevedo","SAO PAULO","R CANGATI 45","VL LAGEADO","05338-000"
"27585","MOUROS MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Sara Duarte Lopes","SAO PAULO","ESTR DAS LAGRIMAS 632","SACOMA","04232-000"
"222310","JOELMA PEREIRA DE SOUZA SILVA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Alexandre Franca Dias","SAO PAULO","AV ERNESTO SOUZA CRUZ 555","CID ANTONIO ESTEVAO DE CA","08225-380"
"161074","J D J PEREIRA MAT CONSTR ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jennifer Fabiana Rodrigues Da Silva","SAO PAULO","ESTR CANAL DO COCAIA 226","PQ DO COCAIA","04851-030"
"150330","W L LUCENA DECOR E ACAB LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Luis Ricardo Monteiro Da Silva","SAO PAULO","AV CANGAIBA 4063","CANGAIBA","03711-009"
"142998","RANDOLI MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Cleber  Dos Santos","SAO PAULO","AV PEDRO MEIRA 337","VL CURUCA","08030-500"
"93612","COM DE HIDRAULICA E FERR KAORY","SP I (Cap. Litoral)","SP","Pequeno A - 3","Mmf Representacao Comercial Lt","SAO PAULO","AV ARICANDUVA 6206","VL CALIFORNIA","03490-000"
"141530","BRASILEIRAO MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Luis Ricardo Monteiro Da Silva","SAO PAULO","AV PIRES DO RIO 333, 379","SAO MIGUEL PAULISTA","08020-000"
"160111","V D S MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Rbs Valentina Representacoes L","SAO PAULO","AV DA CASA GRANDE 995","JD ANGELA","03260-000"
"97044","VALENTE CENTER LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Cleber  Dos Santos","SAO PAULO","AV NORDESTINA 2749","VL NOVA CURUCA","08042-000"
"245512","SP TRIUNFO COMERCIO DE MATERIAIS DE","SP I (Cap. Litoral)","SP","Pequeno A - 3","Sara Duarte Lopes","SAO PAULO","R AMERICO BRASILIENSE 1400, GA","CHACARA SANTO ANTONIO (ZO","04715-002"
"16505","J M SILVA MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Cleber  Dos Santos","SAO PAULO","R DR JOSE GAVRONSKI 477","JD LAJEADO","08441-000"
"16169","INAU COM MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Albert Schaustz Pascuineli","SAO PAULO","AV YERVANT KISSAJIKIAN 3636","VL JOANIZA","04428-010"
"39038","RIBEIROS MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Luis Ricardo Monteiro Da Silva","SAO PAULO","R PASTORIL DE ITAPETINGA 559","JD DANFER","03729-000"
"41049","DEP MAT CONSTR FRADE LTDA EPP","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jose Ricardo De Azevedo","SAO PAULO","R CANGATI 180","VL LAGEADO","05343-050"
"174444","ADNAILSON SANTOS DA SIILVA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Cleber  Dos Santos","SAO PAULO","R JOSE VIEIRA GUIMARAES 133","JD STA TEREZINHA","08430-000"
"96610","CONSTRUBAN COM MAT CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jose Ricardo De Azevedo","SAO PAULO","R ANGELO APARECIDO DOS SANTOS","JD SAO JORGE","05568-090"
"238329","DEP TINTAS E MAT CONSTR EIRELI EPP","SP I (Cap. Litoral)","SP","Pequeno A - 3","Albert Schaustz Pascuineli","SAO PAULO","R JOAQUIM FLORIANO 827, SL J A","ITAIM BIBI","04534-013"
"78685","B & T MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Sara Duarte Lopes","SAO PAULO","AV DO CURSINO 3961","VL MORAES","04169-000"
"24352","J F & REIS LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","Jose Ricardo De Azevedo","SAO PAULO","AV SILVIO RIBEIRO ARAGAO 2","PQ ARARIBA","05776-510"
"78900","FUBA MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Alexandre Franca Dias","SAO PAULO","ESTR DO IMPERADOR 3520","LIMOEIRO","08050-000"
"80479","DEP MAT CONSTR IMPERIO COLONIAL","SP I (Cap. Litoral)","SP","Pequeno A - 3","D&A Donato Representacao Comer Ltda","SAO PAULO","AV RAGUEB CHOHFI 2714A","JD COLONIAL","08490-500"
"28285","IRMAOS YOGUI LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","L K A Representacao Comercial","SAO PAULO","AV IMIRIM 3100","CACHOEIRINHA","02464-500"
"72072","GOF NEGREIROS LAR E CONSTR LTDA","SP I (Cap. Litoral)","SP","Pequeno A - 3","D&A Donato Representacao Comer Ltda","SAO PAULO","AV RAGUEB CHOFHI 7001, LJ 15","CID TIRADENTES","08371-440"
"21005","CLARA VASSERMAN FIORESE ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Rbs Valentina Representacoes L","SAO PAULO","R DO ORATORIO 3767","MOOCA","03117-000"
"32668","RAMOS DIAS MAT CONSTR LTDA ME","SP I (Cap. Litoral)","SP","Pequeno A - 3","Mmf Representacao Comercial Lt","SAO PAULO","R DR EDGARD PINTO CESAR 61","PQ STA MADALENA","03982-150"
"199530","MALAGOGIN MAT PARA CONSTR EIRELI","SP I (Cap. Litoral)","SP","Pequeno A - 3","Felipe Pais Sousa Vidal","SAO PAULO","ESTRADA DO M BOI MIRIM 10014","PQ DO LAGO","04948-030"
"252769","MEDEIROS & FILHOS MAT DE CONST E","SE - SP","RJ","Grande - 1","F Silva Reis Representacoes Lt","RIO DE JANEIRO","AV DE SANTA CRUZ 6726","SENADOR CAMARA","21830-264"
"54266","LEROY MERLIN COMPANHIA BRASILEIRA","SE - SP","RJ","Home Center Nacional","Felipe De Felipe Amaro Pereira","RIO DE JANEIRO","AV AYRTON SENNA 2000","BARRA DA TIJUCA","22775-003"
"54267","C & C CASA E CONSTR LTDA","SE - SP","RJ","Home Center Nacional","Felipe De Felipe Amaro Pereira","RIO DE JANEIRO","AV VICENTE DE CARVALHO 730","VICENTE DE CARVALHO","21210-000"
"59291","C & C CASA E CONSTR LTDA","SE - SP","RJ","Home Center Nacional","Felipe De Felipe Amaro Pereira","RIO DE JANEIRO","R MAXWELL 300, 344","VL ISABEL","20541-100"
"55137","C & C CASA E CONSTR LTDA","SE - SP","RJ","Home Center Nacional","Felipe De Felipe Amaro Pereira","RIO DE JANEIRO","AV MAL FONTENELE 3555, AREA 1A","JD SULACAP","21740-001"
"56388","C & C CASA E CONSTR LTDA","SE - SP","RJ","Home Center Nacional","Felipe De Felipe Amaro Pereira","RIO DE JANEIRO","AV AYRTON SENNA 3000, LJ 1135","BARRA DA TIJUCA","22775-001"
"89935","FORNEC CHATUBA DE NILOPOLIS LTDA","SE - SP","RJ","Home Center Regional","Caroline Oliveira De Sa","RIO DE JANEIRO","R FELIPE CARDOSO 1150","STA CRUZ","23520-572"
"125066","FORNEC CHATUBA DE NILOPOLIS LTDA","SE - SP","RJ","Home Center Regional","Caroline Oliveira De Sa","RIO DE JANEIRO","AV SANTA CRUZ 1301","REALENGO","21710-231"
"162263","FORNEC CHATUBA DE NILOPOLIS LTDA","SE - SP","RJ","Home Center Regional","Caroline Oliveira De Sa","RIO DE JANEIRO","ESTR DOS BANDEIRAN 1430, LJ A","TAQUARA","22710-112"
"203432","CONSTRUHOME MAT CONSTR LTDA ME","SE - SP","RJ","Medio A - 1","Sidney Da Silva Costa","RIO DE JANEIRO","ESTR DOS BANDEIRANTES SN, LT 0","VARGEM PEQUENA","22783-550"
"281412","CONSTRUCEM MATERIAIS DE CONSTRUCAO","SE - SP","RJ","Medio A - 1","Sidney Da Silva Costa","RIO DE JANEIRO","R TIROL 249, CASA 1","FREGUESIA JACAREPAGUA","22750-008"
"172292","TRENAMAR COM MAT CONSTR LTDA","SE - SP","RJ","Medio A - 1","Scmh Santos Representacao Comercial","RIO DE JANEIRO","R GASPAR 39","PILARES","20750-080"
"21594","OS CARVALHOS DO RECREIO MATERIAL E","SE - SP","RJ","Medio A - 2","Sidney Da Silva Costa","RIO DE JANEIRO","AV GILKA MACHADO SN, LT23 QD93","RECREIO DOS BANDEIRANTES","22790-570"
"34343","CASA DO CONSTRUTOR MAT CONSTR LTDA","SE - SP","RJ","Medio A - 2","Sidney Da Silva Costa","RIO DE JANEIRO","ESTR DOS BANDEIRANTES 384","JACAREPAGUA","22710-112"
"16618","M C MIL ACAB DECORACAO LTDA","SE - SP","RJ","Medio A - 2","Scmh Santos Representacao Comercial","RIO DE JANEIRO","AV SARG DE MELICIAS 71","PAVUNA","21525-470"
"41988","MADEIRAS E FERRAGENS LIMITES EIRELI","SE - SP","RJ","Medio A - 2","D D R Oliveira Goncalves Repres Ltd","RIO DE JANEIRO","R DOS LIMITES 1184","REALENGO","21715-150"
"229000","SANTA CRUZ COM DE TELHAS E MAT","SE - SP","RJ","Medio B - 1","Mana-Loa Repres Ltda - Me","RIO DE JANEIRO","AV CESARIO DE MELO 14196","SANTA CRUZ","23590-060"
"28470","FERMATELHAS MAT CONSTR LTDA","SE - SP","RJ","Medio B - 1","Mana-Loa Repres Ltda - Me","RIO DE JANEIRO","ESTR DO CABUCU 1300","CAMPO GRANDE","23052-230"
"20308","O FORTE DA PIRAQUARA MAT CONSTR","SE - SP","RJ","Medio B - 1","D D R Oliveira Goncalves Repres Ltd","RIO DE JANEIRO","PCA PROF MARIA CAMPOS 37","REALENGO","21710-220"
"37629","MAT CONSTR CRUZADA LTDA","SE - SP","RJ","Medio B - 2","Marcelo Brito Duarte","RIO DE JANEIRO","R COSTA FERREIRA 148","CENTRO","20221-240"
"280910","TELHAS CAMPINHO DE CAMPO GRANDE LTD","SE - SP","RJ","Medio B - 2","Mana-Loa Repres Ltda - Me","RIO DE JANEIRO","AV CESARIO DE MELO LOJ A 07413","INHOAIBA","23056-000"
"219266","TELHAS CAMPINHO CAMPO GRANDE LTDA","SE - SP","RJ","Medio B - 2","Mana-Loa Repres Ltda - Me","RIO DE JANEIRO","ESTR DO CAMPINHO 4522, LOJA","COSMOS","23068-032"
"89544","F A TOTAL MAT CONSTR LTDA ME","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","ESTR DO MATO ALTO 5891","GUARATIBA","23020-700"
"155940","FLUZAO ATACADAO DA CONSTR LTDA EPP","SE - SP","RJ","Mega","Leandro Gomes Correa","RIO DE JANEIRO","AV ENG SOUZA FILHO 1000, LOJA","ITANHANGA","22753-053"
"145293","F A TOTAL COMERCIO MATERIAL DE","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","ESTR DA SOCA 509, LOJA","TAQUARA","22723-425"
"148791","F A TOTAL COMERCIO MATERIAL DE","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","ESTR DAS CAPOEIRAS 766, LOJA A","CAMPO GRANDE","23085-660"
"89331","NOVA BARRA COM DE TINTAS LTDA","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","AV GUILHERME DE ALMEIDA 11","RECREIO DOS BANDEIRANTES","22790-100"
"215932","HIPERTINTAS CAPOEIRAS COM LTDA ME","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","R DA FEIRA 725","BANGU","21820-030"
"158038","J I MARECHAL COM DE TINTAS LTDA","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","AV MAL FONTENELLE 3017, LJS A","JD SULACAP","21750-000"
"158035","SEPA COM DE TINTAS LTDA","SE - SP","RJ","Mega","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","R ALFREDO MARIANO 86","CAMPO GRANDE","23013-710"
"291044","LUA NOVA DE PADRE MIGUEL FERRAGENS","SE - SP","RJ","Pequeno A - 1","D D R Oliveira Goncalves Repres Ltd","RIO DE JANEIRO","R SOFIA 349","PADRE MIGUEL","21875-100"
"31704","R S FREZ MAT DE CONSTR EIRELI ME","SE - SP","RJ","Pequeno A - 1","Severino Do Ramos Do Nascimento","RIO DE JANEIRO","ESTR DE SEPETIBA 4512","SANTA CRUZ","23525-173"
"194962","CASA DAS MAD ACAB FREI GALVAO LTDA","SE - SP","RJ","Pequeno A - 1","Thiago Luna De Souza","RIO DE JANEIRO","AV PARANAPUA 1917","TAUA","21910-253"
"258217","BADIA COMERCIO DE PISOS LAMINADOS","SE - SP","RJ","Pequeno A - 1","Thiago Luna De Souza","RIO DE JANEIRO","RUA CONDE DE BONFIM 10, LJ E","TIJUCA","20520-053"
"293903","LV MATERIAL DE CONSTRUCAO LTDA EPP","SE - SP","RJ","Pequeno A - 1","Marcelo Brito Duarte","RIO DE JANEIRO","R STO CRISTO 00113","SANTO CRISTO","20220-302"
"265770","AFFONSO BRAZAO COM DE MAT DE CONST","SE - SP","RJ","Pequeno A - 1","Scmh Santos Representacao Comercial","RIO DE JANEIRO","EST DO QUITUNGO 1586","BRAZ DE PINA","21215-565"
"258762","JULIANA DECORACOES E COMERCIO MAT","SE - SP","RJ","Pequeno A - 1","Marcelo Brito Duarte","RIO DE JANEIRO","R GEN CALDWELL 00278, LOJ SBL","CENTRO","20230-195"
